AVSid	FR.027	FR.030	FR.039	FR.040	FR.052	FR.053	FR.060	FR.105	FR.110	FR.115	FR.129	FR.132	FR.139	FR.142	FR.152	FR.156	FR.166	FR.173	FR.187	FR.194	FR.198	FR.212	FR.213	FR.221	FR.294	FR.305	FR.316	FR.349	FR.390	FR.393	FR.399	FR.460	FR.542	FR.558	FR.568	FR.682	FR.684	FR.696	FR.719	FR.721	FR.726	FR.728	FR.730	FR.751	FR.759	Kingdom	Phylum	Class	Order	Family	Genus	Genus.000
ASV534	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megamonas	g__Megamonas
ASV1165	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV1380	0	0	0	0	0	0	0	0	5	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV255	0	0	0	0	0	0	0	0	0	4237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV2808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV398	0	0	0	0	0	0	0	0	0	0	0	0	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV67	0	0	291	0	0	0	0	0	0	0	0	0	9869	0	0	0	612	0	0	0	0	0	0	0	9510	0	2545	0	0	0	0	0	0	8	0	6130	0	0	0	0	0	0	266	0	1239	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Megasphaera	g__Megasphaera
ASV1001	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	6	0	0	32	0	0	0	0	138	0	0	0	0	0	46	0	0	0	22	0	33	0	0	0	20	0	42	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	g__Merdibacter
ASV2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	g__Merdibacter
ASV2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	g__Merdibacter
ASV3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	g__Merdibacter
ASV11	2129	0	704	96	21	141	49	257	7572	18	0	7	0	0	4007	23	14	71	392	67	86892	2440	5703	32306	685	8	257	0	0	0	2786	4032	0	0	6	0	977	35	11	9	9	0	26	57	1377	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	g__Methanobrevibacter
ASV1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	g__Methanobrevibacter
ASV3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	g__Methanobrevibacter
ASV145	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986	0	7791	0	0	0	0	0	0	915	492	0	0	0	0	72	0	0	0	0	0	0	0	0	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	g__Methanosphaera
ASV3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	g__Methanosphaera
ASV680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	g__Methanosphaera
ASV2491	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Betaproteobacteriales	f__Methylophilaceae	g__Methylobacillus	g__Methylobacillus
ASV3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Betaproteobacteriales	f__Methylophilaceae	g__Methylobacillus	g__Methylobacillus
ASV2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	g__Methylobacterium
ASV3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	g__Methylobacterium
ASV883	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	180	0	0	0	0	6	4	0	0	0	10	19	0	0	3	0	42	3	0	0	0	175	4	10	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	g__Methylobacterium
ASV2653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Micrococcus	g__Micrococcus
ASV3315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	g__Microvirga
ASV217	0	0	0	4	0	0	0	0	0	0	0	0	1631	0	0	0	54	0	0	0	0	0	0	0	2309	0	1451	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Mitsuokella	g__Mitsuokella
ASV3161	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Mitsuokella	g__Mitsuokella
ASV362	0	0	60	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Mitsuokella	g__Mitsuokella
ASV634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__Veillonellaceae	g__Mitsuokella	g__Mitsuokella
ASV1351	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV240	0	0	127	0	0	0	0	0	0	0	0	462	811	0	229	49	0	0	0	0	3046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV2435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV703	0	0	0	0	0	0	0	0	0	37	17	0	0	0	0	0	0	0	0	20	159	24	29	0	12	63	43	10	23	24	13	16	0	37	61	0	29	0	0	17	46	36	0	0	36	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__Mogibacterium	g__Mogibacterium
ASV2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Moryella	g__Moryella
ASV3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	g__Mucilaginibacter
ASV2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XI	g__Murdochiella	g__Murdochiella
ASV2675	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XI	g__Murdochiella	g__Murdochiella
ASV1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	d__Bacteria	p__Tenericutes	c__Mollicutes	o__Mollicutes_RF39	f__NA	g__NA	g__NA
ASV1008	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	d__Bacteria	p__Proteobacteria	c__NA	o__NA	f__NA	g__NA	g__NA
ASV1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	55	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	102	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	30	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriales_Incertae_Sedis	g__NA	g__NA
ASV1027	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV103	0	129	32	0	0	1503	0	0	121	0	217	46	128	0	0	28	0	225	0	660	0	0	0	1423	0	0	1318	0	0	0	242	0	198	395	624	0	812	4057	0	0	0	4739	0	0	496	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1038	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	22	13	31	0	35	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1041	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	260	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	106	0	29	0	0	0	0	0	48	0	0	0	0	0	50	29	0	30	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1053	0	0	0	35	0	0	0	56	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	24	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1066	88	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	37	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1068	5	5	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	12	0	0	103	56	22	30	0	0	0	0	0	0	11	23	14	0	0	0	0	0	17	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__NA	g__NA	g__NA
ASV107	0	0	0	0	0	41	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_vadinBB60_group	g__NA	g__NA
ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__NA	g__NA	g__NA
ASV1077	0	63	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	79	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	32	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV108	383	627	114	48	134	98	256	59	375	0	0	92	10	19	93	42	312	0	397	1541	0	492	2742	338	488	221	256	113	0	1985	688	485	0	1000	15	0	250	0	371	0	315	1069	254	0	234	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1080	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
ASV1085	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__NA	g__NA
ASV1103	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Tenericutes	c__Mollicutes	o__Mollicutes_RF39	f__NA	g__NA	g__NA
ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__NA	g__NA
ASV1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	20	0	d__Bacteria	p__Cyanobacteria	c__Melainabacteria	o__Gastranaerophilales	f__NA	g__NA	g__NA
ASV1106	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1107	0	0	0	0	0	0	16	0	0	0	0	16	0	0	9	0	0	17	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	13	0	0	19	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__NA	g__NA
ASV1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Tenericutes	c__Mollicutes	o__Mollicutes_RF39	f__NA	g__NA	g__NA
ASV1114	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_vadinBB60_group	g__NA	g__NA
ASV1116	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Tenericutes	c__Mollicutes	o__Mollicutes_RF39	f__NA	g__NA	g__NA
ASV1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales_vadinBB60_group	g__NA	g__NA
ASV1119	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	163	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__NA	g__NA
ASV112	339	4299	0	0	0	0	0	0	1801	0	0	413	12	0	0	0	0	0	0	0	0	0	0	4794	0	0	0	825	0	0	0	0	0	2137	0	0	0	14	0	0	0	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__NA	g__NA
ASV1121	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	10	18	8	0	61	20	13	8	34	0	0	0	0	17	0	11	0	0	19	33	0	0	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Family_XIII	g__NA	g__NA
ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__vadinBE97	g__NA	g__NA
ASV1125	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__NA	g__NA
ASV1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	59	0	0	d__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__NA	g__NA
